WEB_SMTP,WEB_SMTU,WEB_SMTC,WEB_EADM,WEB_ECON,WEB_ECLI,WEB_ACON,WEB_TCON,WEB_ABIE,WEB_TBIE,WEB_URLA,WEB_PREG,WEB_CPVE,WEB_CCOM,WEB_VEND,WEB_USUA,WEB_MTCO,WEB_ARES,WEB_TRES,WEB_URL,WEB_HENC,WEB_UBIC,WEB_CSS,WEB_HPIE,WEB_LOUT,WEB_UBUS,WEB_UCAR,WEB_ULOG,WEB_TITU,WEB_OBUS,WEB_OCAR,WEB_OLOG,WEB_SCRI,WEB_PCON,WEB_TPAG,WEB_NPED
,,,,,,,,,,,,9999,0       ,0,,,,,,,0,,,0,0,0,0,,0,0,0,,,0,0
