CFG_NART,CFG_TCAJ,CFG_NKEY,CFG_NRET,CFG_FSIN,CFG_RAZO,CFG_DIRE,CFG_CPLP,CFG_TELE,CFG_EMAI,CFG_WEBP,CFG_CUIT,CFG_CIVA,CFG_IBRU,CFG_FINI,CFG_LIQI,CFG_ID,CFG_SERI,CFG_CPIN,CFG_CTLD,CFG_TSIS,CFG_SUCU,CFG_CMIN,CFG_FAPV,CFG_HAPV,CFG_LAPV,CFG_NDMP,CFG_BADO,CFG_VSTO,CFG_IDET,CFG_AETI,CFG_RART,CFG_RCLI,CFG_RPRO,CFG_HOTE,CFG_IDCK,CFG_NOCI,CFG_PIN2,CFG_SLIG,CFG_QSER,CFG_QBAS,CFG_QUSU,CFG_QPAS,CFG_QWEB,CFG_OCOM,CFG_IDCB,CFG_IVAT,CFG_DINT,CFG_BINT,CFG_LINT,CFG_NOFE,CFG_COPO,CFG_LOCA,CFG_PROV,CFG_ACTI,CFG_RUBR
12004,0,0,0,,,,,,,,,,,,0,0,0,CONTISRL       ,|&Ã–aóIOl9          ,1,00-NO DEFINIDO              ,0,,,0,0,0,0,0,0,,,,0,0,0,,0,,,,,,0,0,2,,,0,0,,,,,
