CL_NUM,PC_COD,PC_POR,PC_MON,PC_KEY
969,1,1.6,3500.0,000096901
970,1,0.0,3500.0,000097001
971,1,0.0,3500.0,000097101
972,1,0.0,3500.0,000097201
974,1,0.0,3500.0,000097401
975,1,0.0,3500.0,000097501
976,1,6.0,3500.0,000097601
977,1,2.5,3500.0,000097701
979,1,4.0,3500.0,000097901
980,1,0.0,3500.0,000098001
981,1,4.0,3500.0,000098101
982,1,5.0,3500.0,000098201
983,1,3.5,3500.0,000098301
984,1,0.0,3500.0,000098401
985,1,6.0,3500.0,000098501
986,1,0.0,3500.0,000098601
987,1,0.0,3500.0,000098701
989,1,0.0,3500.0,000098901
990,1,1.1,3500.0,000099001
991,1,0.0,3500.0,000099101
992,1,0.0,3500.0,000099201
993,1,0.0,3500.0,000099301
995,1,0.0,3500.0,000099501
996,1,2.5,3500.0,000099601
997,1,0.0,3500.0,000099701
998,1,0.0,3500.0,000099801
999,1,0.0,3500.0,000099901
1000,1,1.3,3500.0,000100001
1001,1,0.0,49.99,000100101
1002,1,0.0,3500.0,000100201
1003,1,0.0,3500.0,000100301
1005,1,0.0,3500.0,000100501
1006,1,1.6,3500.0,000100601
1007,1,0.2,3500.0,000100701
1008,1,0.0,3500.0,000100801
1009,1,0.0,3500.0,000100901
1012,1,0.0,3500.0,000101201
1013,1,6.0,3500.0,000101301
1014,1,0.0,3500.0,000101401
1015,1,0.0,3500.0,000101501
1016,1,0.0,3500.0,000101601
1017,1,5.0,3500.0,000101701
1018,1,1.5,3500.0,000101801
1019,1,0.4,3500.0,000101901
1022,1,5.0,3500.0,000102201
1023,1,0.0,3500.0,000102301
1024,1,0.0,3500.0,000102401
1025,1,0.0,3500.0,000102501
1026,1,0.0,3500.0,000102601
1027,1,0.0,3500.0,000102701
1028,1,0.7,3500.0,000102801
1029,1,0.0,3500.0,000102901
1030,1,0.0,3500.0,000103001
1031,1,5.0,3500.0,000103101
1032,1,1.3,3500.0,000103201
1033,1,2.5,3500.0,000103301
1034,1,0.0,49.99,000103401
1035,1,5.0,3500.0,000103501
1036,1,0.0,3500.0,000103601
1037,1,0.0,3500.0,000103701
1038,1,0.0,3500.0,000103801
1039,1,3.0,3500.0,000103901
1040,1,0.0,3500.0,000104001
1041,1,0.0,3500.0,000104101
1042,1,0.0,3500.0,000104201
1043,1,0.0,3500.0,000104301
1044,1,0.0,49.99,000104401
1045,1,0.0,3500.0,000104501
1046,1,6.0,3500.0,000104601
1047,1,1.6,3500.0,000104701
1048,1,0.0,3500.0,000104801
1049,1,0.0,49.99,000104901
1050,1,0.4,3500.0,000105001
1051,1,5.0,3500.0,000105101
1053,1,1.6,3500.0,000105301
1054,1,2.5,3500.0,000105401
1055,1,5.0,3500.0,000105501
1056,1,0.7,3500.0,000105601
1057,1,4.0,3500.0,000105701
1058,1,0.0,3500.0,000105801
1059,1,0.0,3500.0,000105901
1060,1,5.0,3500.0,000106001
1061,1,0.2,3500.0,000106101
1062,1,0.0,3500.0,000106201
1063,1,6.0,3500.0,000106301
1064,1,0.4,3500.0,000106401
1065,1,0.0,3500.0,000106501
1066,1,2.5,3500.0,000106601
1067,1,0.0,3500.0,000106701
1068,1,1.5,3500.0,000106801
1070,1,6.0,3500.0,000107001
1071,1,0.0,3500.0,000107101
1072,1,0.0,49.99,000107201
1073,1,0.0,3500.0,000107301
1074,1,6.0,3500.0,000107401
1075,1,2.5,3500.0,000107501
1076,1,0.0,3500.0,000107601
1077,1,0.3,3500.0,000107701
1079,1,6.0,3500.0,000107901
1080,1,2.0,3500.0,000108001
1081,1,2.5,3500.0,000108101
1082,1,0.0,3500.0,000108201
1083,1,0.2,3500.0,000108301
1084,1,5.0,3500.0,000108401
1085,1,0.0,3500.0,000108501
1086,1,0.0,3500.0,000108601
1087,1,0.0,3500.0,000108701
1088,1,0.0,3500.0,000108801
1089,1,0.7,3500.0,000108901
1090,1,0.0,3500.0,000109001
1091,1,0.0,3500.0,000109101
1092,1,0.2,3500.0,000109201
1093,1,0.0,3500.0,000109301
1094,1,5.0,3500.0,000109401
1095,1,0.0,3500.0,000109501
1096,1,0.0,3500.0,000109601
1097,1,1.5,3500.0,000109701
1099,1,0.0,3500.0,000109901
1100,1,0.0,3500.0,000110001
1101,1,0.5,3500.0,000110101
1102,1,2.5,3500.0,000110201
1103,1,0.5,3500.0,000110301
1105,1,0.0,49.99,000110501
1106,1,0.0,49.99,000110601
1107,1,0.0,3500.0,000110701
1108,1,0.0,3500.0,000110801
1109,1,5.0,3500.0,000110901
1110,1,4.0,3500.0,000111001
1111,1,0.0,3500.0,000111101
1112,1,0.0,3500.0,000111201
1113,1,0.0,3500.0,000111301
1114,1,0.0,3500.0,000111401
1115,1,4.0,3500.0,000111501
1116,1,4.0,3500.0,000111601
1117,1,0.0,3500.0,000111701
1118,1,4.0,3500.0,000111801
1119,1,4.0,3500.0,000111901
1120,1,0.1,3500.0,000112001
1121,1,2.5,3500.0,000112101
1122,1,0.0,3500.0,000112201
1123,1,0.0,49.99,000112301
1124,1,0.0,3500.0,000112401
1125,1,0.0,3500.0,000112501
1126,1,0.0,3500.0,000112601
1127,1,0.0,49.99,000112701
1129,1,0.0,3500.0,000112901
1130,1,4.0,3500.0,000113001
1131,1,0.1,3500.0,000113101
1132,1,0.0,3500.0,000113201
1133,1,2.5,3500.0,000113301
1134,1,4.0,3500.0,000113401
1135,1,0.0,3500.0,000113501
1136,1,0.0,3500.0,000113601
1138,1,0.0,3500.0,000113801
1139,1,0.0,49.99,000113901
1140,1,0.0,3500.0,000114001
1141,1,4.0,3500.0,000114101
1142,1,4.0,3500.0,000114201
1149,1,2.5,3500.0,000114901
1150,1,0.0,3500.0,000115001
1151,1,0.0,49.99,000115101
1152,1,0.8,3500.0,000115201
1153,1,0.0,3500.0,000115301
1154,1,0.0,3500.0,000115401
1155,1,0.0,3500.0,000115501
1156,1,0.0,3500.0,000115601
1157,1,0.0,3500.0,000115701
1158,1,0.0,3500.0,000115801
1159,1,0.0,49.99,000115901
1160,1,5.0,3500.0,000116001
1161,1,0.0,3500.0,000116101
1162,1,0.0,3500.0,000116201
1163,1,0.0,3500.0,000116301
1164,1,0.0,3500.0,000116401
1165,1,0.0,3500.0,000116501
1166,1,0.0,3500.0,000116601
1167,1,2.5,3500.0,000116701
5001,1,0.0,3500.0,000500101
5002,1,0.0,3500.0,000500201
5003,1,1.6,3500.0,000500301
5004,1,0.0,3500.0,000500401
5005,1,0.0,3500.0,000500501
5006,1,6.0,3500.0,000500601
5007,1,0.0,49.99,000500701
5008,1,0.0,49.99,000500801
5009,1,2.5,3500.0,000500901
5010,1,0.0,3500.0,000501001
5011,1,0.0,3500.0,000501101
5012,1,0.0,3500.0,000501201
5013,1,0.1,3500.0,000501301
5014,1,0.2,3500.0,000501401
5015,1,0.0,3500.0,000501501
5016,1,0.0,3500.0,000501601
5017,1,0.0,3500.0,000501701
5018,1,0.0,49.99,000501801
5019,1,0.8,3500.0,000501901
5021,1,0.0,3500.0,000502101
5022,1,0.0,0.0,000502201
5023,1,0.0,3500.0,000502301
5025,1,1.3,3500.0,000502501
5027,1,0.0,3500.0,000502701
5028,1,4.0,3500.0,000502801
5029,1,0.0,3500.0,000502901
5030,1,0.0,3500.0,000503001
5032,1,5.0,3500.0,000503201
5033,1,0.3,3500.0,000503301
5034,1,6.0,3500.0,000503401
5035,1,0.4,3500.0,000503501
5036,1,4.0,3500.0,000503601
5037,1,0.1,3500.0,000503701
5038,1,0.4,3500.0,000503801
5040,1,0.0,3500.0,000504001
5043,1,0.0,3500.0,000504301
5044,1,0.0,3500.0,000504401
5045,1,0.0,3500.0,000504501
5047,1,0.0,3500.0,000504701
5048,1,0.0,3500.0,000504801
5049,1,0.0,3500.0,000504901
5051,1,5.0,3500.0,000505101
5053,1,0.0,3500.0,000505301
5054,1,0.0,3500.0,000505401
5057,1,2.5,3500.0,000505701
5058,1,2.0,3500.0,000505801
5059,1,0.4,3500.0,000505901
5060,1,1.0,3500.0,000506001
5061,1,2.5,3500.0,000506101
5062,1,0.0,3500.0,000506201
5063,1,0.0,3500.0,000506301
5064,1,0.0,3500.0,000506401
5065,1,0.0,3500.0,000506501
5066,1,3.5,3500.0,000506601
5067,1,0.0,3500.0,000506701
5068,1,2.5,3500.0,000506801
5069,1,4.0,3500.0,000506901
5070,1,0.0,3500.0,000507001
5071,1,0.0,3500.0,000507101
5072,1,0.0,3500.0,000507201
5073,1,3.0,3500.0,000507301
5074,1,0.0,3500.0,000507401
5075,1,0.0,49.99,000507501
5076,1,0.0,3500.0,000507601
5077,1,0.0,49.99,000507701
5078,1,0.0,3500.0,000507801
5079,1,0.0,49.99,000507901
5080,1,0.0,3500.0,000508001
5081,1,0.0,3500.0,000508101
5082,1,1.1,3500.0,000508201
5083,1,0.0,3500.0,000508301
5084,1,0.0,3500.0,000508401
5085,1,0.0,3500.0,000508501
5087,1,5.0,3500.0,000508701
5088,1,5.0,3500.0,000508801
5089,1,4.0,3500.0,000508901
5090,1,0.0,3500.0,000509001
5091,1,0.0,3500.0,000509101
5092,1,0.0,3500.0,000509201
5093,1,0.0,3500.0,000509301
5094,1,0.0,3500.0,000509401
5096,1,0.0,3500.0,000509601
5098,1,0.0,3500.0,000509801
5100,1,0.4,3500.0,000510001
5101,1,0.0,3500.0,000510101
5102,1,0.4,3500.0,000510201
5103,1,0.0,3500.0,000510301
5104,1,2.5,3500.0,000510401
5105,1,2.5,3500.0,000510501
5106,1,0.0,3500.0,000510601
5107,1,0.0,3500.0,000510701
5110,1,6.0,3500.0,000511001
5111,1,0.0,3500.0,000511101
5112,1,0.0,3500.0,000511201
5113,1,0.0,3500.0,000511301
5114,1,0.0,3500.0,000511401
5115,1,0.0,49.99,000511501
5117,1,0.0,49.99,000511701
5118,1,0.0,3500.0,000511801
5119,1,0.0,3500.0,000511901
5120,1,0.0,3500.0,000512001
5121,1,0.0,3500.0,000512101
5123,1,0.0,3500.0,000512301
5124,1,1.6,3500.0,000512401
5125,1,2.5,3500.0,000512501
5126,1,0.0,3500.0,000512601
5127,1,0.0,49.99,000512701
5128,1,0.1,3500.0,000512801
5132,1,0.0,3500.0,000513201
5133,1,0.0,3500.0,000513301
5134,1,2.5,3500.0,000513401
5135,1,0.0,3500.0,000513501
5136,1,0.0,3500.0,000513601
5137,1,1.6,3500.0,000513701
5138,1,0.0,3500.0,000513801
5139,1,0.0,3500.0,000513901
5140,1,0.0,3500.0,000514001
5142,1,0.0,3500.0,000514201
5144,1,0.0,3500.0,000514401
5145,1,0.0,3500.0,000514501
5146,1,0.3,3500.0,000514601
5147,1,2.5,3500.0,000514701
5148,1,0.0,3500.0,000514801
5149,1,0.0,3500.0,000514901
5150,1,0.0,3500.0,000515001
5151,1,0.0,3500.0,000515101
5152,1,0.0,3500.0,000515201
5153,1,0.0,3500.0,000515301
5154,1,0.0,3500.0,000515401
5155,1,0.0,3500.0,000515501
5157,1,0.0,3500.0,000515701
5159,1,0.0,49.99,000515901
5161,1,0.5,3500.0,000516101
5162,1,0.0,3500.0,000516201
5163,1,0.0,3500.0,000516301
5164,1,4.0,3500.0,000516401
5166,1,0.0,3500.0,000516601
5167,1,0.8,3500.0,000516701
5168,1,0.0,3500.0,000516801
5169,1,0.0,3500.0,000516901
5170,1,0.0,3500.0,000517001
5171,1,0.0,49.99,000517101
5172,1,0.0,49.99,000517201
5173,1,0.0,3500.0,000517301
5174,1,0.4,3500.0,000517401
5175,1,0.2,3500.0,000517501
5176,1,5.0,3500.0,000517601
5177,1,0.0,3500.0,000517701
5178,1,1.6,3500.0,000517801
5179,1,0.0,3500.0,000517901
5180,1,0.0,3500.0,000518001
5181,1,0.0,3500.0,000518101
5182,1,0.0,3500.0,000518201
5183,1,0.2,3500.0,000518301
5184,1,2.5,3500.0,000518401
5185,1,0.0,3500.0,000518501
5186,1,0.5,3500.0,000518601
5187,1,0.0,3500.0,000518701
5188,1,0.0,3500.0,000518801
5190,1,6.0,3500.0,000519001
5191,1,0.0,49.99,000519101
5193,1,4.0,3500.0,000519301
5194,1,0.0,3500.0,000519401
5195,1,0.0,3500.0,000519501
5196,1,0.0,3500.0,000519601
5198,1,0.0,49.99,000519801
5199,1,0.5,3500.0,000519901
5200,1,0.0,3500.0,000520001
5201,1,0.0,49.99,000520101
5202,1,1.5,3500.0,000520201
5203,1,0.0,3500.0,000520301
5204,1,0.0,3500.0,000520401
5206,1,0.0,3500.0,000520601
5207,1,2.5,3500.0,000520701
5208,1,0.0,3500.0,000520801
5209,1,5.0,3500.0,000520901
5210,1,0.0,3500.0,000521001
5211,1,0.0,3500.0,000521101
5212,1,1.5,3500.0,000521201
5213,1,2.5,3500.0,000521301
5214,1,0.0,3500.0,000521401
5215,1,0.0,49.99,000521501
5216,1,0.0,3500.0,000521601
5217,1,0.0,3500.0,000521701
5218,1,2.5,3500.0,000521801
5219,1,6.0,3500.0,000521901
5220,1,0.0,3500.0,000522001
5221,1,0.0,49.99,000522101
5222,1,0.0,3500.0,000522201
5223,1,0.0,49.99,000522301
5224,1,0.0,3500.0,000522401
5225,1,0.0,3500.0,000522501
5227,1,0.0,3500.0,000522701
5228,1,0.0,3500.0,000522801
5229,1,6.0,3500.0,000522901
5230,1,1.75,3500.0,000523001
5231,1,0.0,3500.0,000523101
5232,1,0.0,3500.0,000523201
5233,1,0.4,3500.0,000523301
5234,1,0.0,3500.0,000523401
5235,1,0.0,3500.0,000523501
5236,1,0.0,3500.0,000523601
5237,1,0.0,3500.0,000523701
5238,1,0.0,3500.0,000523801
5239,1,0.3,3500.0,000523901
5240,1,0.0,3500.0,000524001
5241,1,0.0,3500.0,000524101
5242,1,0.0,49.99,000524201
5244,1,0.0,3500.0,000524401
5245,1,0.0,3500.0,000524501
5246,1,2.5,3500.0,000524601
5247,1,0.0,3500.0,000524701
5248,1,1.6,3500.0,000524801
5249,1,6.0,3500.0,000524901
5250,1,1.6,3500.0,000525001
5252,1,0.0,3500.0,000525201
5253,1,0.0,3500.0,000525301
5254,1,0.0,3500.0,000525401
5256,1,6.0,3500.0,000525601
5257,1,0.0,3500.0,000525701
5260,1,0.0,3500.0,000526001
5261,1,0.0,3500.0,000526101
5262,1,1.3,3500.0,000526201
5263,1,0.0,3500.0,000526301
5264,1,0.0,3500.0,000526401
5265,1,0.0,3500.0,000526501
5266,1,1.6,3500.0,000526601
5267,1,0.0,3500.0,000526701
5269,1,0.0,3500.0,000526901
5270,1,0.0,3500.0,000527001
5271,1,0.0,3500.0,000527101
5272,1,1.5,3500.0,000527201
5273,1,0.0,3500.0,000527301
5276,1,0.0,3500.0,000527601
5278,1,0.0,3500.0,000527801
5279,1,0.0,3500.0,000527901
5280,1,0.0,49.99,000528001
5281,1,0.0,3500.0,000528101
5282,1,0.0,49.99,000528201
5283,1,5.0,3500.0,000528301
5284,1,0.0,3500.0,000528401
5286,1,0.0,3500.0,000528601
5287,1,1.6,3500.0,000528701
5288,1,0.0,3500.0,000528801
5290,1,0.0,3500.0,000529001
5292,1,0.0,3500.0,000529201
5293,1,0.0,49.99,000529301
5294,1,0.4,3500.0,000529401
5295,1,0.0,3500.0,000529501
5296,1,0.0,3500.0,000529601
5297,1,1.5,3500.0,000529701
5298,1,0.0,3500.0,000529801
5299,1,0.0,3500.0,000529901
5300,1,0.0,3500.0,000530001
5303,1,5.0,3500.0,000530301
5304,1,0.0,3500.0,000530401
5305,1,0.0,3500.0,000530501
5306,1,1.5,3500.0,000530601
5307,1,0.0,3500.0,000530701
5308,1,0.0,3500.0,000530801
5309,1,0.0,3500.0,000530901
5310,1,0.0,3500.0,000531001
5311,1,5.0,3500.0,000531101
5313,1,5.0,3500.0,000531301
5314,1,0.0,3500.0,000531401
5315,1,1.6,3500.0,000531501
5316,1,0.0,3500.0,000531601
5317,1,0.0,3500.0,000531701
5318,1,2.5,3500.0,000531801
5320,1,0.0,3500.0,000532001
5321,1,0.4,3500.0,000532101
5322,1,5.0,3500.0,000532201
5323,1,0.0,3500.0,000532301
5326,1,0.0,3500.0,000532601
5327,1,0.5,3500.0,000532701
5329,1,0.0,3500.0,000532901
5331,1,0.0,49.99,000533101
5332,1,0.8,3500.0,000533201
5333,1,2.5,3500.0,000533301
5335,1,1.5,3500.0,000533501
5337,1,0.7,3500.0,000533701
5339,1,1.6,3500.0,000533901
5340,1,5.0,3500.0,000534001
5341,1,6.0,3500.0,000534101
5342,1,0.1,3500.0,000534201
5343,1,0.0,3500.0,000534301
5344,1,0.1,3500.0,000534401
5345,1,0.0,3500.0,000534501
5346,1,0.4,3500.0,000534601
5347,1,0.0,3500.0,000534701
5350,1,5.0,3500.0,000535001
5352,1,0.0,3500.0,000535201
5353,1,0.1,3500.0,000535301
5354,1,0.0,3500.0,000535401
5356,1,0.0,3500.0,000535601
5357,1,0.0,49.99,000535701
5358,1,0.05,3500.0,000535801
5359,1,0.0,49.99,000535901
5360,1,0.0,49.99,000536001
5361,1,0.0,3500.0,000536101
5363,1,0.0,3500.0,000536301
5364,1,1.2,3500.0,000536401
5367,1,0.0,3500.0,000536701
5368,1,0.0,3500.0,000536801
5369,1,0.1,3500.0,000536901
5370,1,0.0,3500.0,000537001
5371,1,1.5,3500.0,000537101
5372,1,0.0,3500.0,000537201
5373,1,5.0,3500.0,000537301
5374,1,0.5,3500.0,000537401
5375,1,0.0,3500.0,000537501
5376,1,0.0,3500.0,000537601
5378,1,2.5,3500.0,000537801
5379,1,0.0,3500.0,000537901
5380,1,2.5,3500.0,000538001
5381,1,5.0,3500.0,000538101
5383,1,0.0,3500.0,000538301
5384,1,0.0,3500.0,000538401
5385,1,0.4,3500.0,000538501
5386,1,6.0,3500.0,000538601
5388,1,0.0,49.99,000538801
5390,1,0.0,3500.0,000539001
5391,1,0.4,3500.0,000539101
5392,1,6.0,3500.0,000539201
5393,1,0.0,3500.0,000539301
5394,1,0.0,49.99,000539401
5396,1,5.0,3500.0,000539601
5397,1,6.0,3500.0,000539701
5398,1,0.0,3500.0,000539801
5399,1,0.0,49.99,000539901
5400,1,0.0,3500.0,000540001
5401,1,2.5,3500.0,000540101
5402,1,0.0,3500.0,000540201
5403,1,4.0,3500.0,000540301
5404,1,0.0,3500.0,000540401
5405,1,0.0,3500.0,000540501
5406,1,1.6,3500.0,000540601
5407,1,0.0,3500.0,000540701
5408,1,0.0,49.99,000540801
5409,1,0.0,3500.0,000540901
5410,1,0.0,3500.0,000541001
5413,1,2.5,3500.0,000541301
5414,1,0.0,3500.0,000541401
5415,1,0.0,3500.0,000541501
5416,1,0.0,49.99,000541601
5417,1,5.0,3500.0,000541701
5418,1,0.0,3500.0,000541801
5419,1,0.0,3500.0,000541901
5420,1,2.5,3500.0,000542001
5421,1,0.0,49.99,000542101
5422,1,2.5,3500.0,000542201
5423,1,0.0,3500.0,000542301
5424,1,0.0,3500.0,000542401
5425,1,6.0,3500.0,000542501
5426,1,0.0,3500.0,000542601
5427,1,0.5,3500.0,000542701
5428,1,0.0,3500.0,000542801
5429,1,0.0,3500.0,000542901
5430,1,3.5,3500.0,000543001
5431,1,0.0,3500.0,000543101
5433,1,0.8,3500.0,000543301
5434,1,0.0,3500.0,000543401
5435,1,4.0,3500.0,000543501
5436,1,0.0,3500.0,000543601
5437,1,0.0,3500.0,000543701
5438,1,5.0,3500.0,000543801
5439,1,0.0,3500.0,000543901
5440,1,2.0,3500.0,000544001
5441,1,0.0,3500.0,000544101
5442,1,0.0,3500.0,000544201
5443,1,6.0,3500.0,000544301
5444,1,6.0,3500.0,000544401
5445,1,0.0,3500.0,000544501
5446,1,0.0,3500.0,000544601
5448,1,0.0,3500.0,000544801
5449,1,0.5,3500.0,000544901
5452,1,0.0,3500.0,000545201
5453,1,2.5,3500.0,000545301
5454,1,0.0,3500.0,000545401
5455,1,0.1,3500.0,000545501
5457,1,2.5,3500.0,000545701
5458,1,5.0,3500.0,000545801
5459,1,0.0,3500.0,000545901
5460,1,0.0,3500.0,000546001
5461,1,0.0,3500.0,000546101
5462,1,0.0,3500.0,000546201
5463,1,0.0,49.99,000546301
5464,1,0.0,49.99,000546401
5465,1,6.0,3500.0,000546501
5466,1,0.0,3500.0,000546601
5469,1,0.0,49.99,000546901
5470,1,0.0,3500.0,000547001
5472,1,0.0,3500.0,000547201
5473,1,0.0,3500.0,000547301
5475,1,0.0,3500.0,000547501
5476,1,0.8,3500.0,000547601
5477,1,4.0,3500.0,000547701
5479,1,1.6,3500.0,000547901
5480,1,0.0,3500.0,000548001
5481,1,2.5,3500.0,000548101
5482,1,0.0,49.99,000548201
5483,1,0.4,3500.0,000548301
5484,1,0.0,49.99,000548401
5485,1,0.0,49.99,000548501
5486,1,5.0,3500.0,000548601
5487,1,0.0,49.99,000548701
5488,1,0.0,3500.0,000548801
5489,1,0.0,3500.0,000548901
5493,1,0.0,3500.0,000549301
5495,1,0.0,3500.0,000549501
5497,1,0.0,3500.0,000549701
5499,1,0.0,49.99,000549901
5500,1,0.0,3500.0,000550001
5503,1,0.0,3500.0,000550301
5504,1,0.0,3500.0,000550401
5505,1,0.0,3500.0,000550501
5506,1,2.5,3500.0,000550601
5507,1,0.0,3500.0,000550701
5508,1,4.0,3500.0,000550801
5509,1,0.0,3500.0,000550901
5510,1,0.0,3500.0,000551001
5511,1,3.0,3500.0,000551101
5512,1,0.0,3500.0,000551201
5513,1,0.0,3500.0,000551301
5514,1,0.0,3500.0,000551401
5515,1,0.0,3500.0,000551501
5517,1,0.0,3500.0,000551701
5518,1,6.0,3500.0,000551801
5519,1,6.0,3500.0,000551901
5521,1,0.0,3500.0,000552101
5522,1,0.0,3500.0,000552201
5523,1,1.5,3500.0,000552301
5525,1,1.5,3500.0,000552501
5526,1,0.0,3500.0,000552601
5527,1,0.0,3500.0,000552701
5528,1,5.0,3500.0,000552801
5531,1,0.0,3500.0,000553101
5532,1,0.0,3500.0,000553201
5533,1,1.5,3500.0,000553301
5534,1,2.5,3500.0,000553401
5535,1,0.0,3500.0,000553501
5537,1,0.0,49.99,000553701
5538,1,1.6,3500.0,000553801
5539,1,0.0,3500.0,000553901
5541,1,0.0,3500.0,000554101
5542,1,1.6,3500.0,000554201
5543,1,0.0,3500.0,000554301
5546,1,0.0,3500.0,000554601
5547,1,1.5,3500.0,000554701
5548,1,0.0,3500.0,000554801
5549,1,0.0,3500.0,000554901
5550,1,0.0,3500.0,000555001
5551,1,0.0,3500.0,000555101
5552,1,0.0,3500.0,000555201
5553,1,2.5,3500.0,000555301
5554,1,0.0,49.99,000555401
5555,1,0.0,3500.0,000555501
5557,1,0.0,3500.0,000555701
5558,1,0.0,49.99,000555801
5559,1,2.0,3500.0,000555901
5560,1,0.0,3500.0,000556001
5561,1,0.0,49.99,000556101
5562,1,0.0,49.99,000556201
5563,1,0.0,3500.0,000556301
5564,1,6.0,3500.0,000556401
5565,1,0.4,3500.0,000556501
5566,1,0.0,3500.0,000556601
5567,1,0.0,3500.0,000556701
5568,1,0.0,3500.0,000556801
5570,1,0.0,3500.0,000557001
5571,1,0.0,3500.0,000557101
5572,1,1.6,3500.0,000557201
5574,1,0.0,3500.0,000557401
5575,1,0.0,3500.0,000557501
5576,1,4.0,3500.0,000557601
5577,1,6.0,3500.0,000557701
5579,1,0.0,3500.0,000557901
5580,1,0.0,3500.0,000558001
5581,1,0.0,49.99,000558101
5582,1,0.0,3500.0,000558201
5583,1,0.0,3500.0,000558301
5586,1,1.5,3500.0,000558601
5587,1,0.0,3500.0,000558701
5588,1,6.0,3500.0,000558801
5589,1,0.0,3500.0,000558901
5590,1,0.0,3500.0,000559001
5591,1,0.0,3500.0,000559101
5592,1,0.0,3500.0,000559201
5593,1,0.0,3500.0,000559301
5594,1,0.0,3500.0,000559401
5595,1,0.0,3500.0,000559501
5596,1,1.5,3500.0,000559601
5597,1,0.0,3500.0,000559701
5600,1,0.2,3500.0,000560001
5601,1,4.0,3500.0,000560101
5602,1,0.0,3500.0,000560201
5603,1,0.0,3500.0,000560301
5605,1,6.0,3500.0,000560501
5608,1,0.3,3500.0,000560801
5609,1,0.0,3500.0,000560901
5610,1,6.0,3500.0,000561001
5611,1,1.6,3500.0,000561101
5612,1,0.0,3500.0,000561201
5613,1,0.0,3500.0,000561301
5616,1,0.0,3500.0,000561601
5617,1,0.0,3500.0,000561701
5619,1,0.0,3500.0,000561901
5621,1,1.3,3500.0,000562101
5626,1,0.0,3500.0,000562601
5627,1,0.0,3500.0,000562701
1104,1,0.0,3500.0,000110401
5623,1,0.0,3500.0,000562301
5629,1,2.5,3500.0,000562901
5614,1,0.0,3500.0,000561401
5624,1,0.1,3500.0,000562401
5625,1,0.0,3500.0,000562501
5628,1,2.5,3500.0,000562801
5516,1,5.0,3500.0,000551601
5631,1,2.5,3500.0,000563101
5633,1,0.0,3500.0,000563301
5634,1,0.0,3500.0,000563401
5635,1,0.4,3500.0,000563501
5636,1,0.0,3500.0,000563601
5637,1,0.0,3500.0,000563701
5638,1,0.0,3500.0,000563801
5639,1,0.3,3500.0,000563901
5641,1,2.5,3500.0,000564101
5643,1,0.0,3500.0,000564301
5645,1,0.0,3500.0,000564501
5646,1,0.0,3500.0,000564601
5647,1,1.6,3500.0,000564701
5642,1,5.0,3500.0,000564201
5644,1,0.0,3500.0,000564401
5648,1,0.0,3500.0,000564801
5649,1,0.0,3500.0,000564901
5650,1,0.0,3500.0,000565001
5651,1,0.0,3500.0,000565101
5652,1,0.0,3500.0,000565201
5653,1,0.0,3500.0,000565301
5654,1,0.0,3500.0,000565401
5655,1,0.0,3500.0,000565501
5659,1,0.0,3500.0,000565901
5660,1,0.0,3500.0,000566001
5663,1,0.0,3500.0,000566301
5664,1,0.0,3500.0,000566401
5661,1,0.7,3500.0,000566101
5665,1,0.0,3500.0,000566501
5669,1,0.0,3500.0,000566901
5666,1,0.0,3500.0,000566601
5668,1,0.0,49.99,000566801
5670,1,2.5,3500.0,000567001
5672,1,0.0,49.99,000567201
5673,1,2.5,3500.0,000567301
5674,1,2.5,3500.0,000567401
5675,1,0.0,3500.0,000567501
5676,1,0.0,49.99,000567601
5677,1,1.6,3500.0,000567701
5678,1,0.0,3500.0,000567801
5679,1,2.5,3500.0,000567901
827,1,2.5,3500.0,000082701
5680,1,0.5,3500.0,000568001
5683,1,6.0,3500.0,000568301
5685,1,0.0,49.99,000568501
5687,1,0.0,3500.0,000568701
5689,1,1.6,3500.0,000568901
5690,1,0.0,3500.0,000569001
5691,1,0.0,3500.0,000569101
66,1,0.0,3500.0,000006601
5692,1,2.5,3500.0,000569201
5693,1,0.0,3500.0,000569301
5694,1,5.0,3500.0,000569401
5695,1,0.5,3500.0,000569501
5696,1,2.5,3500.0,000569601
5697,1,0.0,3500.0,000569701
5699,1,0.0,3500.0,000569901
5698,1,0.0,3500.0,000569801
5701,1,0.0,49.99,000570101
5686,1,0.4,3500.0,000568601
5702,1,2.5,3500.0,000570201
5703,1,0.0,3500.0,000570301
5704,1,0.0,49.99,000570401
5705,1,0.0,3500.0,000570501
5706,1,0.0,3500.0,000570601
5707,1,0.0,3500.0,000570701
5709,1,0.0,3500.0,000570901
5708,1,0.0,3500.0,000570801
5710,1,2.5,3500.0,000571001
5711,1,0.0,3500.0,000571101
5712,1,1.75,3500.0,000571201
5713,1,0.4,3500.0,000571301
5717,1,0.0,3500.0,000571701
5716,1,0.0,3500.0,000571601
5719,1,1.6,3500.0,000571901
488,1,0.0,49.99,000048801
5682,1,0.0,3500.0,000568201
5720,1,2.5,3500.0,000572001
5721,1,0.0,3500.0,000572101
5724,1,8.0,399.99,000572401
5725,1,0.0,3500.0,000572501
5722,1,0.0,3500.0,000572201
5726,1,0.0,3500.0,000572601
5728,1,0.0,3500.0,000572801
5729,1,0.0,3500.0,000572901
5730,1,0.0,3500.0,000573001
