CL_NUM,PC_COD,PC_POR,PC_MON,PC_KEY
899,1,0.0,3500.0,000089901
900,1,2.5,3500.0,000090001
901,1,0.2,3500.0,000090101
902,1,0.0,3500.0,000090201
903,1,6.0,3500.0,000090301
904,1,0.0,3500.0,000090401
905,1,0.0,3500.0,000090501
906,1,0.0,49.99,000090601
908,1,0.0,3500.0,000090801
909,1,0.3,3500.0,000090901
910,1,0.0,3500.0,000091001
911,1,5.0,3500.0,000091101
913,1,0.0,3500.0,000091301
914,1,3.0,3500.0,000091401
915,1,6.0,3500.0,000091501
916,1,0.0,3500.0,000091601
919,1,5.0,3500.0,000091901
920,1,1.6,3500.0,000092001
921,1,0.0,49.99,000092101
922,1,1.0,3500.0,000092201
923,1,2.5,3500.0,000092301
924,1,0.4,3500.0,000092401
925,1,0.0,3500.0,000092501
926,1,0.0,3500.0,000092601
927,1,0.0,3500.0,000092701
928,1,0.0,3500.0,000092801
929,1,0.0,3500.0,000092901
930,1,3.5,3500.0,000093001
931,1,0.0,3500.0,000093101
932,1,0.3,3500.0,000093201
933,1,0.4,3500.0,000093301
934,1,0.0,3500.0,000093401
936,1,0.3,3500.0,000093601
937,1,0.0,3500.0,000093701
939,1,3.0,3500.0,000093901
940,1,0.3,3500.0,000094001
941,1,0.0,3500.0,000094101
942,1,0.0,3500.0,000094201
943,1,6.0,3500.0,000094301
944,1,0.0,3500.0,000094401
945,1,0.0,3500.0,000094501
946,1,1.6,3500.0,000094601
947,1,0.0,3500.0,000094701
948,1,0.0,3500.0,000094801
949,1,0.0,3500.0,000094901
950,1,0.0,3500.0,000095001
951,1,0.0,3500.0,000095101
952,1,5.0,3500.0,000095201
953,1,2.5,3500.0,000095301
954,1,0.0,49.99,000095401
955,1,0.0,3500.0,000095501
956,1,0.0,3500.0,000095601
957,1,0.01,3500.0,000095701
958,1,0.0,3500.0,000095801
959,1,0.0,3500.0,000095901
961,1,0.0,3500.0,000096101
962,1,0.0,3500.0,000096201
963,1,0.0,49.99,000096301
964,1,0.0,3500.0,000096401
965,1,5.0,3500.0,000096501
966,1,0.0,0.0,000096601
967,1,0.0,3500.0,000096701
968,1,0.0,3500.0,000096801
