PR_NUM,RT_COD,RT_POR,RT_MON,RT_KEY,RT_ACU,RT_IVA
757,50,0.1,19000.0,000075750,0,0
758,50,0.0,19000.0,000075850,0,0
759,50,0.9,19000.0,000075950,0,0
760,50,2.5,19000.0,000076050,0,0
761,50,1.3,19000.0,000076150,0,0
762,50,0.0,19000.0,000076250,0,0
763,50,0.0,19000.0,000076350,0,0
764,50,0.9,19000.0,000076450,0,0
765,50,0.0,19000.0,000076550,0,0
766,50,0.0,19000.0,000076650,0,0
767,50,0.9,19000.0,000076750,0,0
768,50,1.75,19000.0,000076850,0,0
769,50,0.2,19000.0,000076950,0,0
770,50,0.0,19000.0,000077050,0,0
771,50,0.0,19000.0,000077150,0,0
772,50,2.5,19000.0,000077250,0,0
773,50,1.75,19000.0,000077350,0,0
774,50,0.0,19000.0,000077450,0,0
775,50,0.0,19000.0,000077550,0,0
776,50,0.9,19000.0,000077650,0,0
779,50,0.0,19000.0,000077950,0,0
777,50,0.0,19000.0,000077750,0,0
778,50,2.5,19000.0,000077850,0,0
781,50,0.9,19000.0,000078150,0,0
782,50,2.0,19000.0,000078250,0,0
784,50,0.9,19000.0,000078450,0,0
785,50,0.0,19000.0,000078550,0,0
786,50,0.9,19000.0,000078650,0,0
787,50,2.5,19000.0,000078750,0,0
788,50,0.0,19000.0,000078850,0,0
790,50,2.5,19000.0,000079050,0,0
791,50,0.0,19000.0,000079150,0,0
794,50,0.0,399.99,000079450,0,0
792,50,1.75,19000.0,000079250,0,0
793,50,0.0,19000.0,000079350,0,0
795,50,2.5,19000.0,000079550,0,0
798,50,1.1,19000.0,000079850,0,0
800,50,2.0,19000.0,000080050,0,0
796,50,0.0,19000.0,000079650,0,0
799,50,0.0,19000.0,000079950,0,0
801,50,0.7,19000.0,000080150,0,0
802,50,0.0,19000.0,000080250,0,0
803,50,0.0,19000.0,000080350,0,0
804,50,0.0,19000.0,000080450,0,0
805,50,0.0,19000.0,000080550,0,0
806,50,0.3,19000.0,000080650,0,0
807,50,0.9,19000.0,000080750,0,0
808,50,0.0,19000.0,000080850,0,0
809,50,2.5,19000.0,000080950,0,0
810,50,4.0,19000.0,000081050,0,0
811,50,3.5,19000.0,000081150,0,0
813,50,0.0,39.99,000081350,0,0
812,50,2.5,19000.0,000081250,0,0
814,50,0.0,19000.0,000081450,0,0
818,50,0.0,399.99,000081850,0,0
816,50,0.7,19000.0,000081650,0,0
817,50,0.0,19000.0,000081750,0,0
819,50,0.0,19000.0,000081950,0,0
821,50,2.5,19000.0,000082150,0,0
825,50,0.0,19000.0,000082550,0,0
826,50,2.5,19000.0,000082650,0,0
822,50,0.9,19000.0,000082250,0,0
823,50,2.5,19000.0,000082350,0,0
824,50,0.0,19000.0,000082450,0,0
827,50,1.75,19000.0,000082750,0,0
829,50,0.0,19000.0,000082950,0,0
830,50,0.9,19000.0,000083050,0,0
832,50,2.5,19000.0,000083250,0,0
834,50,0.0,399.99,000083450,0,0
835,50,2.5,19000.0,000083550,0,0
833,50,0.0,19000.0,000083350,0,0
837,50,0.0,19000.0,000083750,0,0
569,50,0.0,19000.0,000056950,0,0
836,50,0.7,19000.0,000083650,0,0
839,50,1.75,19000.0,000083950,0,0
842,50,1.75,19000.0,000084250,0,0
840,50,6.0,19000.0,000084050,0,0
844,50,0.0,19000.0,000084450,0,0
845,50,1.75,19000.0,000084550,0,0
846,50,0.0,19000.0,000084650,0,0
848,50,0.0,19000.0,000084850,0,0
849,50,0.9,19000.0,000084950,0,0
843,50,1.2,19000.0,000084350,0,0
847,50,0.0,19000.0,000084750,0,0
850,50,0.7,19000.0,000085050,0,0
851,50,0.0,19000.0,000085150,0,0
853,50,0.0,19000.0,000085350,0,0
854,50,2.5,19000.0,000085450,0,0
852,50,2.5,19000.0,000085250,0,0
856,50,0.7,19000.0,000085650,0,0
857,50,1.75,19000.0,000085750,0,0
855,50,2.5,19000.0,000085550,0,0
858,50,0.3,19000.0,000085850,0,0
859,50,1.75,19000.0,000085950,0,0
860,50,0.9,19000.0,000086050,0,0
861,50,1.3,19000.0,000086150,0,0
863,50,0.0,19000.0,000086350,0,0
865,50,2.5,19000.0,000086550,0,0
866,50,1.3,19000.0,000086650,0,0
867,50,2.5,19000.0,000086750,0,0
868,50,2.5,19000.0,000086850,0,0
864,50,2.0,19000.0,000086450,0,0
869,50,0.9,19000.0,000086950,0,0
870,50,1.75,19000.0,000087050,0,0
871,50,2.5,19000.0,000087150,0,0
872,50,0.0,19000.0,000087250,0,0
873,50,0.9,19000.0,000087350,0,0
874,50,2.5,19000.0,000087450,0,0
875,50,2.5,19000.0,000087550,0,0
876,50,0.0,19000.0,000087650,0,0
878,50,0.0,19000.0,000087850,0,0
877,50,0.0,19000.0,000087750,0,0
879,50,0.0,19000.0,000087950,0,0
880,50,2.5,19000.0,000088050,0,0
883,50,0.7,19000.0,000088350,0,0
884,50,1.75,19000.0,000088450,0,0
886,50,2.5,19000.0,000088650,0,0
887,50,2.5,19000.0,000088750,0,0
889,50,0.0,19000.0,000088950,0,0
890,50,0.7,19000.0,000089050,0,0
891,50,0.9,19000.0,000089150,0,0
892,50,0.0,19000.0,000089250,0,0
893,50,2.5,19000.0,000089350,0,0
894,50,0.9,19000.0,000089450,0,0
896,50,0.1,19000.0,000089650,0,0
888,50,1.75,19000.0,000088850,0,0
895,50,0.0,19000.0,000089550,0,0
898,50,3.0,19000.0,000089850,0,0
899,50,0.9,19000.0,000089950,0,0
900,50,2.5,19000.0,000090050,0,0
902,50,0.0,19000.0,000090250,0,0
903,50,1.75,19000.0,000090350,0,0
904,50,0.9,19000.0,000090450,0,0
905,50,0.0,19000.0,000090550,0,0
909,50,2.5,19000.0,000090950,0,0
911,50,1.75,19000.0,000091150,0,0
906,50,0.7,19000.0,000090650,0,0
907,50,0.7,19000.0,000090750,0,0
912,50,2.5,19000.0,000091250,0,0
913,50,2.5,19000.0,000091350,0,0
914,50,1.75,19000.0,000091450,0,0
915,50,1.2,19000.0,000091550,0,0
916,50,0.0,19000.0,000091650,0,0
917,50,2.0,19000.0,000091750,0,0
918,50,0.0,19000.0,000091850,0,0
919,50,0.9,19000.0,000091950,0,0
920,50,0.0,19000.0,000092050,0,0
924,50,0.0,19000.0,000092450,0,0
923,50,0.0,19000.0,000092350,0,0
921,50,0.5,19000.0,000092150,0,0
922,50,1.75,19000.0,000092250,0,0
925,50,0.0,19000.0,000092550,0,0
927,50,2.5,19000.0,000092750,0,0
926,50,1.0,19000.0,000092650,0,0
929,50,0.0,19000.0,000092950,0,0
932,50,2.0,19000.0,000093250,0,0
933,50,0.0,19000.0,000093350,0,0
934,50,0.0,19000.0,000093450,0,0
935,50,1.3,19000.0,000093550,0,0
936,50,0.0,19000.0,000093650,0,0
937,50,0.0,19000.0,000093750,0,0
938,50,0.0,19000.0,000093850,0,0
939,50,0.0,19000.0,000093950,0,0
942,50,0.0,19000.0,000094250,0,0
940,50,0.0,19000.0,000094050,0,0
941,50,2.5,19000.0,000094150,0,0
943,50,1.3,19000.0,000094350,0,0
948,50,0.0,19000.0,000094850,0,0
944,50,0.0,19000.0,000094450,,
945,50,0.0,19000.0,000094550,,
946,50,2.0,19000.0,000094650,,
949,50,2.5,19000.0,000094950,0,0
951,50,0.0,19000.0,000095150,0,0
953,50,0.7,19000.0,000095350,0,0
950,50,0.3,19000.0,000095050,,
954,50,1.75,19000.0,000095450,,
955,50,0.7,19000.0,000095550,0,0
956,50,1.75,19000.0,000095650,0,0
957,50,1.1,19000.0,000095750,0,0
958,50,3.0,19000.0,000095850,0,0
959,50,0.0,19000.0,000095950,0,0
960,50,0.4,19000.0,000096050,0,0
962,50,2.5,19000.0,000096250,0,0
963,50,0.0,19000.0,000096350,0,0
965,50,0.9,19000.0,000096550,0,0
964,50,1.75,19000.0,000096450,,
967,50,1.75,19000.0,000096750,0,0
724,50,0.0,19000.0,000072450,,
966,50,0.0,19000.0,000096650,,
968,50,0.0,19000.0,000096850,0,0
736,50,0.0,3500.0,000073650,0,0
970,50,0.0,19000.0,000097050,0,0
