PR_NUM,RT_COD,RT_POR,RT_MON,RT_KEY,RT_ACU,RT_IVA
209,50,0.0,19000.0,000020950,0,0
210,50,0.0,19000.0,000021050,0,0
211,50,0.9,19000.0,000021150,0,0
212,50,0.0,19000.0,000021250,0,0
213,50,0.0,19000.0,000021350,0,0
216,50,2.5,19000.0,000021650,0,0
217,50,1.75,19000.0,000021750,0,0
218,50,2.5,19000.0,000021850,0,0
219,50,0.8,19000.0,000021950,0,0
220,50,2.5,19000.0,000022050,0,0
221,50,2.0,19000.0,000022150,0,0
222,50,1.3,19000.0,000022250,0,0
223,50,0.0,19000.0,000022350,0,0
225,50,0.7,19000.0,000022550,0,0
226,50,0.0,19000.0,000022650,0,0
229,50,0.0,19000.0,000022950,0,0
230,50,0.0,19000.0,000023050,0,0
231,50,1.75,19000.0,000023150,0,0
233,50,0.9,19000.0,000023350,0,0
235,50,0.0,19000.0,000023550,0,0
237,50,2.5,19000.0,000023750,0,0
238,50,0.0,19000.0,000023850,0,0
240,50,2.5,19000.0,000024050,0,0
241,50,0.0,19000.0,000024150,0,0
243,50,0.9,19000.0,000024350,0,0
245,50,3.5,19000.0,000024550,0,0
246,50,0.0,399.99,000024650,0,0
247,50,0.7,19000.0,000024750,0,0
248,50,2.5,19000.0,000024850,0,0
249,50,4.0,399.99,000024950,0,0
250,50,1.75,19000.0,000025050,0,0
252,50,0.0,19000.0,000025250,0,0
253,50,2.5,19000.0,000025350,0,0
254,50,1.75,19000.0,000025450,0,0
256,50,1.2,19000.0,000025650,0,0
258,50,2.5,19000.0,000025850,0,0
259,50,0.0,399.99,000025950,0,0
260,50,0.0,19000.0,000026050,0,0
261,50,0.7,19000.0,000026150,0,0
262,50,0.1,19000.0,000026250,0,0
263,50,0.0,19000.0,000026350,0,0
266,50,0.9,19000.0,000026650,0,0
267,50,0.7,19000.0,000026750,0,0
269,50,0.0,19000.0,000026950,0,0
270,50,0.9,19000.0,000027050,0,0
272,50,0.0,19000.0,000027250,0,0
274,50,4.0,19000.0,000027450,0,0
275,50,0.0,19000.0,000027550,0,0
276,50,2.5,19000.0,000027650,0,0
277,50,2.5,19000.0,000027750,0,0
278,50,0.0,19000.0,000027850,0,0
281,50,0.5,19000.0,000028150,0,0
282,50,0.0,19000.0,000028250,0,0
283,50,0.2,19000.0,000028350,0,0
284,50,1.2,19000.0,000028450,0,0
286,50,2.0,19000.0,000028650,0,0
287,50,0.0,19000.0,000028750,0,0
289,50,0.3,19000.0,000028950,0,0
290,50,0.0,19000.0,000029050,0,0
291,50,0.0,399.99,000029150,0,0
292,50,1.75,19000.0,000029250,0,0
293,50,0.0,19000.0,000029350,0,0
295,50,1.75,19000.0,000029550,0,0
296,50,5.0,19000.0,000029650,0,0
297,50,0.5,19000.0,000029750,0,0
298,50,0.0,19000.0,000029850,0,0
300,50,0.9,19000.0,000030050,0,0
301,50,3.5,19000.0,000030150,0,0
302,50,0.0,399.99,000030250,0,0
305,50,0.0,19000.0,000030550,0,0
306,50,0.0,399.99,000030650,0,0
307,50,0.0,19000.0,000030750,0,0
309,50,0.0,19000.0,000030950,0,0
310,50,1.75,19000.0,000031050,0,0
311,50,0.0,19000.0,000031150,0,0
312,50,0.7,19000.0,000031250,0,0
313,50,0.0,19000.0,000031350,0,0
316,50,0.0,19000.0,000031650,0,0
317,50,1.0,19000.0,000031750,0,0
318,50,3.5,19000.0,000031850,0,0
319,50,0.7,19000.0,000031950,0,0
321,50,0.0,399.99,000032150,0,0
322,50,0.0,399.99,000032250,0,0
323,50,0.2,19000.0,000032350,0,0
324,50,5.0,19000.0,000032450,0,0
325,50,0.0,19000.0,000032550,0,0
326,50,2.5,19000.0,000032650,0,0
327,50,2.5,19000.0,000032750,0,0
331,50,5.0,19000.0,000033150,0,0
332,50,1.0,19000.0,000033250,0,0
335,50,1.5,19000.0,000033550,0,0
337,50,0.9,19000.0,000033750,0,0
338,50,0.0,19000.0,000033850,0,0
339,50,1.75,19000.0,000033950,0,0
340,50,0.7,19000.0,000034050,0,0
342,50,0.0,19000.0,000034250,0,0
343,50,2.5,19000.0,000034350,0,0
348,50,1.3,19000.0,000034850,0,0
349,50,0.8,19000.0,000034950,0,0
352,50,0.0,19000.0,000035250,0,0
353,50,0.0,399.99,000035350,0,0
354,50,1.75,19000.0,000035450,0,0
355,50,0.9,19000.0,000035550,0,0
356,50,0.0,19000.0,000035650,0,0
357,50,0.0,19000.0,000035750,0,0
358,50,0.0,19000.0,000035850,0,0
359,50,0.0,19000.0,000035950,0,0
360,50,4.0,19000.0,000036050,0,0
362,50,0.0,19000.0,000036250,0,0
363,50,0.0,19000.0,000036350,0,0
364,50,0.0,19000.0,000036450,0,0
365,50,0.0,399.99,000036550,0,0
366,50,1.75,19000.0,000036650,0,0
369,50,0.0,19000.0,000036950,0,0
370,50,0.0,19000.0,000037050,0,0
371,50,0.0,19000.0,000037150,0,0
372,50,1.75,19000.0,000037250,0,0
373,50,0.0,399.99,000037350,0,0
375,50,0.0,19000.0,000037550,0,0
376,50,2.5,19000.0,000037650,0,0
378,50,0.0,19000.0,000037850,0,0
379,50,0.0,19000.0,000037950,0,0
380,50,0.0,399.99,000038050,0,0
383,50,0.0,19000.0,000038350,0,0
384,50,2.5,19000.0,000038450,0,0
385,50,0.9,19000.0,000038550,0,0
386,50,0.0,19000.0,000038650,0,0
387,50,0.4,19000.0,000038750,0,0
388,50,2.5,19000.0,000038850,0,0
389,50,2.5,19000.0,000038950,0,0
390,50,0.0,19000.0,000039050,0,0
392,50,0.2,19000.0,000039250,0,0
393,50,0.0,19000.0,000039350,0,0
394,50,3.0,19000.0,000039450,0,0
395,50,2.5,19000.0,000039550,0,0
396,50,0.0,19000.0,000039650,0,0
397,50,0.0,19000.0,000039750,0,0
398,50,2.5,19000.0,000039850,0,0
399,50,0.0,399.99,000039950,0,0
400,50,1.75,19000.0,000040050,0,0
401,50,0.0,19000.0,000040150,0,0
