COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,W_ULTPRO,W_ULTFEC,W_ULTHOR,W_IDOR,W_IDHI,W_ORIG,W_STAT,TOBC,PER_01,XPERCIIB,PER_02,XPERCIVA,ORDEN,TGNU
2025-06-01,,800,CORRADINI LUIS DARIO          ,20145453144  ,2,2,Fact A 0003-00001839,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,55000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11550.0,0.0,0.0,0.0,0.0,66550.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-01,,76,SAFI S.R.L.                   ,30650048764  ,2,2,Fact A 0031-00072527,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,89190.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18729.98,0.0,0.0,0.0,0.0,107920.35,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-01,,870,CASTELLA LUIS ALBERTO         ,20110202637  ,2,2,Fact A 0002-00011172,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,1629550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,342205.5,0.0,0.0,0.0,0.0,1971755.5,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-02,,288,INTERGAS ARGENTINA SRL        ,30701507068  ,2,2,Fact A 0007-00020224,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,1410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296100.0,0.0,0.0,0.0,0.0,1706100.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-02,,278,LA FONTAINE Y CIA SRL         ,30708605316  ,2,2,Fact A 0003-00003414,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,249804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52458.84,0.0,0.0,0.0,0.0,302262.84,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-02,,768,VIVAS CARLOS HORACIO          ,20170558074  ,2,2,Fact A 0002-00008235,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,101817.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21381.65,0.0,0.0,0.0,0.0,123199.04,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-06-02,,72,CREDIFIN LOGISTICA            ,30686978350  ,2,2,Fact A 2026-00014551,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,18103.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3801.67,0.0,0.0,0.0,0.0,22810.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,905.16,,0.0,,1,4
2025-06-02,,72,CREDIFIN LOGISTICA            ,30686978350  ,2,2,Fact A 2026-00014550,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,10269.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2156.67,0.0,0.0,0.0,0.0,12940.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,513.49,,0.0,,1,4
2025-06-02,,72,CREDIFIN LOGISTICA            ,30686978350  ,2,2,Fact A 2426-00006059,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,30206.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6343.33,0.0,0.0,0.0,0.0,38060.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,1510.32,,0.0,,1,4
2025-06-02,,25,MARTIN S.R.L.                 ,33609073239  ,2,2,Fact A 0002-00056155,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,1688101.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354501.3,0.0,0.0,0.0,0.0,2042602.72,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
