COC_FECH,COC_FVTO,COC_PRNU,COC_PRNO,COC_PRDO,COC_PRTD,COC_TIVA,COC_COMP,COC_ASOC,COC_REMI,COC_TCOM,COC_ABEX,COC_CBTE,COC_VEND,OPE_OPER,COC_DEPO,COC_COPR,COC_STOC,COC_MPCO,COC_MCRE,COC_DTC,COC_NGRA,COC_NEXE,COC_NOTR,COC_NE27,COC_IV21,COC_IV10,COC_IV27,COC_IV50,COC_MO21,COC_MO10,COC_MO27,COC_NNGR,COC_PEIB,COC_TOTA,CFG_ID,COC_FREM,NUM_SUCU,COC_IVA,COC_CMIS,COC_DEST,COC_DEPR,COC_FACL,COC_OFID,COC_FCVD,W_ULTPRO,W_ULTFEC,W_ULTHOR,W_IDOR,W_IDHI,W_ORIG,W_STAT,TOBC,PER_01,XPERCIIB,PER_02,XPERCIVA,ORDEN,TGNU
2025-08-01,,936,ZAHNOS SRL                    ,30716451522  ,2,2,Fact A 0001-00004281,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,3132707.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657868.55,0.0,0.0,0.0,0.0,3790575.91,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-01,,76,SAFI S.R.L.                   ,30650048764  ,2,2,Fact A 0031-00073213,,,4,,,0,BUENOS AIRES                       ,0,0,0,0,0,0.0,81833.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17185.14,0.0,0.0,0.0,0.0,99019.13,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-01,,607,FERREMAQ INDUSTRIAL SRL       ,30708190507  ,2,2,Fact A 0006-00006639,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,39669.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8330.58,0.0,0.0,0.0,0.0,48000.02,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-01,,538,BM SEÑALIZACIONES S.A.        ,30677531580  ,2,2,Fact A 0002-00062279,,,4,,,0, 3-SANTA FE                        ,0,0,0,0,0,0.0,8712.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1829.52,0.0,0.0,0.0,0.0,10541.52,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-01,,852,VOESTALPINE HP METALS ARG S.A.,30504770873  ,2,2,Fact A 0010-00075242,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,703488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147732.48,0.0,0.0,0.0,0.0,886394.88,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,35174.4,,0.0,,1,1
2025-08-01,,13,MERCAR S.R.L.                 ,30657117095  ,2,2,Fact A 0004-00094436,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,0.0,0.0,67537.86,0.0,0.0,0.0,0.0,0.0,0.0,7091.48,0.0,0.0,0.0,74629.34,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-01,,142,CARAN SA                      ,30504355442  ,2,2,Fact A 0004-00028985,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,1599351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335863.71,0.0,0.0,0.0,0.0,2015185.71,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,79971.0,,0.0,,1,1
2025-08-01,,541,ITALGAS S.A.                  ,30680922345  ,2,2,Fact A 4026-00000513,,,4,,,0,,0,0,0,0,0,0.0,0.0,0.0,458823.3,0.0,0.0,0.0,0.0,0.0,0.0,48176.45,0.0,0.0,0.0,537970.33,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,22941.17,,8029.41,,1,1
2025-08-04,,301,VENTA MAT SA                  ,30708973838  ,2,2,Fact A 0019-00007549,,,4,,,0,BS AS                              ,0,0,0,0,0,0.0,1829545.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384204.6,0.0,0.0,0.0,0.0,2305227.62,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,91477.29,,0.0,,1,1
2025-08-04,,858,SOAPY HNOS SERV INTEGRALES SRL,30717893685  ,2,2,Fact A 0001-00000087,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,84000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17640.0,0.0,0.0,0.0,0.0,101640.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,899,STORAGE COMPAT S.A.           ,30711871485  ,2,2,Fact A 0002-00036278,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,440418.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92487.87,0.0,0.0,0.0,0.0,554927.21,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,22020.92,,0.0,,1,1
2025-08-04,,33,MAINCAL                       ,30503938517  ,2,2,Fact A 0005-00215188,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,272146.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57150.78,0.0,0.0,0.0,0.0,329297.35,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,33,MAINCAL                       ,30503938517  ,2,2,Fact A 0005-00215189,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,989842.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207866.82,0.0,0.0,0.0,0.0,1197708.85,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,33,MAINCAL                       ,30503938517  ,2,2,Fact A 0005-00215224,,,4,,,0,SANTA FE                           ,0,0,0,0,0,0.0,8191990.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720318.1,0.0,0.0,0.0,0.0,9912309.03,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,711,CAR DIEGO ALEXANDER           ,20263863128  ,2,2,Fact A 0004-00002602,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,1759970.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369593.75,0.0,0.0,0.0,0.0,2129564.0,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,711,CAR DIEGO ALEXANDER           ,20263863128  ,2,2,Fact A 0004-00002603,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,247545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51984.45,0.0,0.0,0.0,0.0,299529.45,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,0.0,,0.0,,1,1
2025-08-04,,942,FLEB PRODUCTOS INDUSTRIALES SA,30708044292  ,2,2,Fact A 0002-00102979,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,422975.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88824.85,0.0,0.0,0.0,0.0,532949.12,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,21148.78,,0.0,,1,1
2025-08-04,,942,FLEB PRODUCTOS INDUSTRIALES SA,30708044292  ,2,2,Fact A 0002-00102980,,,4,,,0, 1-BUENOS AIRES                    ,0,0,0,0,0,0.0,47877.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10054.3,0.0,0.0,0.0,0.0,60325.78,0,,0,,,0,0.0,0,0,0,0,,,0,0,0,,0.0,2393.88,,0.0,,1,1
